Experiment;Name;Weather;Soil;Year;Cutting;Crop;Cultivar;Lat;Long;Elevation;GrassmindCol;GrassmindRow;groundwaterMIN;groundwaterMAX;groundwaterMonth
EX162;PAU_094_MGFE_2024;weather26;PAU_094;2024;default_cut;GR;Grass_CLV4;52.6917822;12.7308658;28.952136993408203;471;257;1.600088119506836;3.1442980766296387;
EX163;PAU_095_MGFE_2024;weather26;PAU_095;2024;default_cut;GR;Grass_CLV4;52.6917517;12.7311072;28.952136993408203;471;257;1.600088119506836;3.1442980766296387;
EX164;PAU_096_MGFE_2024;weather24;PAU_096;2024;default_cut;GR;Grass_CLV4;52.6925778;12.7311484;28.93;471;257;0.6555288434028625;2.6996707916259766;1
EX165;PAU_097_MGFE_2024;weather26;PAU_097;2024;default_cut;GR;Grass_CLV4;52.6910545;12.7315932;28.82;471;257;1.600088119506836;3.1442980766296387;1
EX166;PAU_098_MGFE_2024;weather27;PAU_098;2024;default_cut;GR;Grass_CLV4;52.6902524;12.7400663;28.9;472;257;1.2157087326049805;3.1028380393981934;1
EX167;PAU_099_MGFE_2024;weather27;PAU_099;2024;default_cut;GR;Grass_CLV4;52.6904591;12.7406422;28.73;472;257;1.2157087326049805;3.1028380393981934;1
EX168;PAU_100_MGFE_2024;weather27;PAU_100;2024;default_cut;GR;Grass_CLV4;52.6895014;12.7447934;28.84;472;257;1.2157087326049805;3.1028380393981934;1
EX169;PAU_101_MGFE_2024;weather27;PAU_101;2024;default_cut;GR;Grass_CLV4;52.6892854;12.7442759;28.55437660217285;472;257;1.2157087326049805;3.1028380393981934;
EX170;PAU_102_MGFE_2024;weather27;PAU_102;2024;default_cut;GR;Grass_CLV4;52.6895939;12.7367825;28.65;472;257;1.2157087326049805;3.1028380393981934;1
EX171;PAU_103_MGFE_2024;weather27;PAU_103;2024;default_cut;GR;Grass_CLV4;52.6900148;12.7362725;29.5;472;257;1.600088119506836;3.1442980766296387;1
EX172;PAU_104_MGFE_2024;weather27;PAU_104;2024;default_cut;GR;Grass_CLV4;52.6919695;12.7335341;28.89;471;257;1.600088119506836;3.1442980766296387;1
EX173;PAU_105_MGFE_2024;weather27;PAU_105;2024;default_cut;GR;Grass_CLV4;52.6904439;12.7332272;29.07;471;257;1.600088119506836;3.1442980766296387;1
EX174;PAU_106_MGFE_2024;;PAU_106;2024;default_cut;GR;Grass_CLV4;;;;;;;;
EX175;PAU_107_MGFE_2024;;PAU_107;2024;default_cut;GR;Grass_CLV4;;;;;;;;
EX176;PAU_108_MGFE_2024;;PAU_108;2024;default_cut;GR;Grass_CLV4;;;28.75;;;;;1
EX177;PAU_109_MGFE_2024;;PAU_109;2024;default_cut;GR;Grass_CLV4;;;28.77;;;;;1
EX178;RBN_002_MGFE_2023;weather6;RBN_002;2024;default_cut;GR;Grass_CLV4;53.2744228;14.094941;13.04;559;186;;;1
EX179;RBN_019_MGFE_2024;weather5;RBN_019;2024;default_cut;GR;Grass_CLV4;53.276767;14.0887405;13.79;558;186;2.8451061248779297;8.033363342285156;1
EX180;RBN_020_MGFE_2024;weather5;RBN_020;2024;default_cut;GR;Grass_CLV4;53.2755282;14.0883112;13.71;558;186;2.8451061248779297;8.033363342285156;1
EX181;RBN_021_MGFE_2024;weather5;RBN_021;2024;default_cut;GR;Grass_CLV4;53.2743982;14.0878426;13.52;558;186;2.8451061248779297;8.033363342285156;1
EX182;RBN_022_MGFE_2024;weather5;RBN_022;2024;default_cut;GR;Grass_CLV4;53.2736164;14.0876721;13.52;558;186;2.8451061248779297;8.033363342285156;1
EX183;RBN_023_MGFE_2024;weather6;RBN_023;2024;default_cut;GR;Grass_CLV4;53.2731382;14.088604;12.75;558;187;2.8451061248779297;8.033363342285156;1
EX184;RBN_024_MGFE_2024;weather6;RBN_024;2024;default_cut;GR;Grass_CLV4;53.2729845;14.0899309;13.13;558;187;2.8451061248779297;8.033363342285156;1
EX185;RBN_025_MGFE_2024;weather6;RBN_025;2024;default_cut;GR;Grass_CLV4;53.273209;14.0903768;12.72;559;186;2.8451061248779297;8.033363342285156;1
EX186;RBN_026_MGFE_2024;weather6;RBN_026;2024;default_cut;GR;Grass_CLV4;53.2737071;14.0909647;12.99;559;186;2.8451061248779297;8.033363342285156;1
EX187;RBN_027_MGFE_2024;weather6;RBN_027;2024;default_cut;GR;Grass_CLV4;53.274529;14.0930077;13.39;559;186;;;1
EX188;RBN_028_MGFE_2024;weather6;RBN_028;2024;default_cut;GR;Grass_CLV4;53.275628;14.0911662;13.59;559;186;2.8451061248779297;8.033363342285156;1
EX189;RBN_029_MGFE_2024;weather6;RBN_029;2024;default_cut;GR;Grass_CLV4;53.2732698;14.0961175;12.81;559;186;;;1
EX190;RBN_030_MGFE_2024;weather6;RBN_030;2024;default_cut;GR;Grass_CLV4;53.2715528;14.0971655;12.65;559;187;;;1
EX191;RBN_031_MGFE_2024;weather7;RBN_031;2024;default_cut;GR;Grass_CLV4;53.270434;14.0945208;12.94;559;187;;;1
EX192;RBN_032_MGFE_2024;weather7;RBN_032;2024;default_cut;GR;Grass_CLV4;53.2710797;14.0922697;11.86;559;187;2.8572068214416504;7.844976425170898;1
EX193;RBN_033_MGFE_2024;weather6;RBN_033;2024;default_cut;GR;Grass_CLV4;53.2716857;14.0915623;12.25;559;187;2.8572068214416504;7.844976425170898;1
EX194;RBN_034_MGFE_2024;weather5;RBN_034;2024;default_cut;GR;Grass_CLV4;53.2727625;14.0855536;22.79624938964844;558;187;2.8451061248779297;8.033363342285156;
EX195;RBT_003_MGFE_2023;weather10;RBT_003;2024;default_cut;GR;Grass_CLV4;53.2018558;14.1124713;9.4;561;194;1.9018148183822632;3.625638008117676;
EX196;RBT_004_MGFE_2023;weather10;RBT_004;2024;default_cut;GR;Grass_CLV4;53.2027613;14.1128071;10.26;561;194;1.9018148183822632;3.625638008117676;
EX197;RBT_005_MGFE_2023;weather10;RBT_005;2024;default_cut;GR;Grass_CLV4;53.2007095;14.1119424;8.99;561;194;1.9018148183822632;3.625638008117676;
EX198;RBT_006_MGFE_2023;weather9;RBT_006;2024;default_cut;GR;Grass_CLV4;53.2032983;14.1097371;10.07;560;194;1.9018148183822632;3.625638008117676;
EX199;RBT_007_MGFE_2023;weather10;RBT_007;2024;default_cut;GR;Grass_CLV4;53.2045463;14.1116478;10.18;560;194;1.9018148183822632;3.625638008117676;
EX200;RBT_008_MGFE_2023;weather9;RBT_008;2024;default_cut;GR;Grass_CLV4;53.2070173;14.1060405;9.25;560;194;1.9018148183822632;3.625638008117676;
EX201;RBT_009_MGFE_2023;weather8;RBT_009;2024;default_cut;GR;Grass_CLV4;53.2089596;14.1053585;9.21;560;194;3.412217378616333;6.094902992248535;
EX202;RBT_010_MGFE_2023;weather8;RBT_010;2024;default_cut;GR;Grass_CLV4;53.2105626;14.1038484;9.62;560;193;3.412217378616333;6.094902992248535;
EX203;RBT_011_MGFE_2023;weather9;RBT_011;2024;default_cut;GR;Grass_CLV4;53.2051177;14.109295;9.47;560;194;1.9018148183822632;3.625638008117676;
EX204;RBT_012_MGFE_2023;weather9;RBT_012;2024;default_cut;GR;Grass_CLV4;53.2065664;14.1079559;9.28;560;194;1.9018148183822632;3.625638008117676;
EX205;RBT_013_MGFE_2023;weather9;RBT_013;2024;default_cut;GR;Grass_CLV4;53.2070842;14.1103537;10.3;560;194;1.9018148183822632;3.625638008117676;
EX206;RBT_014_MGFE_2023;weather8;RBT_014;2024;default_cut;GR;Grass_CLV4;53.2082266;14.1101761;10.29;560;194;3.412217378616333;6.094902992248535;
EX207;RBT_015_MGFE_2023;weather8;RBT_015;2024;default_cut;GR;Grass_CLV4;53.2078152;14.1077475;9.73;560;194;1.9018148183822632;3.625638008117676;
EX208;RBT_016_MGFE_2023;weather8;RBT_016;2024;default_cut;GR;Grass_CLV4;53.2089912;14.1084714;9.75;560;194;3.412217378616333;6.094902992248535;
EX209;RBT_017_MGFE_2023;weather8;RBT_017;2024;default_cut;GR;Grass_CLV4;53.2102458;14.1064226;9.72;560;193;3.412217378616333;6.094902992248535;
EX210;RBT_018_MGFE_2023;weather8;RBT_018;2024;default_cut;GR;Grass_CLV4;53.2118143;14.1066786;10.42;560;193;3.412217378616333;6.094902992248535;
EX211;RBT_080_MGFE_2023;weather9;RBT_080;2024;default_cut;GR;Grass_CLV4;53.2070173;14.1060407;9.25;560;194;1.9018148183822632;3.625638008117676;
EX212;RBT_081_MGFE_2023;weather8;RBT_081;2024;default_cut;GR;Grass_CLV4;53.2105621;14.103849;9.62;560;193;3.412217378616333;6.094902992248535;
EX213;RBT_082_MGFE_2023;weather8;RBT_082;2024;default_cut;GR;Grass_CLV4;53.2118142;14.1066786;10.43;560;193;3.412217378616333;6.094902992248535;
EX214;RBX_001_MGFE_2023;weather6;RBX_001;2024;default_cut;GR;Grass_CLV4;53.2798;14.0940453;14.38;559;186;;;1
EX215;RBX_035_LFUW_2024;weather4;RBX_035;2024;default_cut;GR;Grass_CLV4;53.280645;14.09421;17.198495864868164;559;186;;;
EX216;RBX_036_LFUW_2024;weather6;RBX_036;2024;default_cut;GR;Grass_CLV4;53.275979;14.102109;9.653715133666992;559;186;;;
EX217;RBX_037_LFUW_2024;weather6;RBX_037;2024;default_cut;GR;Grass_CLV4;53.278203;14.097656;9.653715133666992;559;186;;;
EX218;RBX_038_LFUW_2024;weather4;RBX_038;2024;default_cut;GR;Grass_CLV4;53.280845;14.092019;17.198495864868164;559;186;11.827549934387207;23.72760009765625;
EX219;RBX_039_LFUW_2024;weather6;RBX_039;2024;default_cut;GR;Grass_CLV4;53.278838;14.098294;7.198495864868164;559;186;;;
EX220;RBX_040_LFUW_2024;weather6;RBX_040;2024;default_cut;GR;Grass_CLV4;53.276931;14.10292;9.653715133666992;559;186;;;
EX221;RBX_041_LFUW_2024;weather6;RBX_041;2024;default_cut;GR;Grass_CLV4;53.279405;14.09491;17.198495864868164;559;186;;;
EX222;RBX_042_LFUW_2024;weather6;RBX_042;2024;default_cut;GR;Grass_CLV4;53.279965;14.091855;17.198495864868164;559;186;2.8451061248779297;8.033363342285156;
EX223;RBX_043_LFUW_2024;weather6;RBX_043;2024;default_cut;GR;Grass_CLV4;53.277746;14.095838;9.653715133666992;559;186;;;
EX224;RBX_044_LFUW_2024;weather6;RBX_044;2024;default_cut;GR;Grass_CLV4;53.275726;14.100192;9.653715133666992;559;186;;;
EX225;RBX_045_LFUW_2024;weather6;RBX_045;2024;default_cut;GR;Grass_CLV4;53.273466;14.100756;9.653715133666992;559;186;;;
EX226;RBX_046_LFUW_2024;weather6;RBX_046;2024;default_cut;GR;Grass_CLV4;53.274963;14.098472;9.653715133666992;559;186;;;
EX227;RBX_047_LFUW_2025;weather11;RBX_047;2024;default_cut;GR;Grass_CLV4;53.191096;14.117492;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX228;RBX_048_LFUW_2025;weather11;RBX_048;2024;default_cut;GR;Grass_CLV4;53.189504;14.117401;14.855754852294922;561;194;2.106942892074585;4.1682658195495605;
EX229;RBX_049_LFUW_2025;weather12;RBX_049;2024;default_cut;GR;Grass_CLV4;53.1884;14.117911;14.855754852294922;561;194;2.106942892074585;4.1682658195495605;
EX230;RBX_050_LFUW_2025;weather12;RBX_050;2024;default_cut;GR;Grass_CLV4;53.188864;14.116702;14.855754852294922;561;194;2.106942892074585;4.1682658195495605;
EX231;RBX_051_LFUW_2025;weather11;RBX_051;2024;default_cut;GR;Grass_CLV4;53.190501;14.116493;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX232;RBX_052_LFUW_2025;weather11;RBX_052;2024;default_cut;GR;Grass_CLV4;53.192461;14.115046;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX233;RBX_053_LFUW_2025;weather11;RBX_053;2024;default_cut;GR;Grass_CLV4;53.1937;14.11526;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX234;RBX_054_LFUW_2025;weather11;RBX_054;2024;default_cut;GR;Grass_CLV4;53.194557;14.115935;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX235;RBX_055_LFUW_2025;weather11;RBX_055;2024;default_cut;GR;Grass_CLV4;53.194535;14.113682;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX236;RBX_056_LFUW_2025;weather11;RBX_056;2024;default_cut;GR;Grass_CLV4;53.191265;14.118828;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX237;RBX_057_LFUW_2025;weather11;RBX_057;2024;default_cut;GR;Grass_CLV4;53.19094;14.120205;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX238;RBX_058_LFUW_2025;weather11;RBX_058;2024;default_cut;GR;Grass_CLV4;53.190215;14.119516;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX239;RBX_059_LFUW_2025;weather11;RBX_059;2024;default_cut;GR;Grass_CLV4;53.189388;14.119011;14.855754852294922;561;194;2.106942892074585;4.1682658195495605;
EX240;RBX_060_LFUW_2025;weather11;RBX_060;2024;default_cut;GR;Grass_CLV4;53.193123;14.117957;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX241;RBX_061_LFUW_2025;weather10;RBX_061;2024;default_cut;GR;Grass_CLV4;53.199706;14.11138;8.676559448242188;560;194;1.9018148183822632;3.625638008117676;
EX242;RBX_062_LFUW_2025;weather10;RBX_062;2024;default_cut;GR;Grass_CLV4;53.198848;14.110947;8.676559448242188;560;194;1.7828134298324585;3.9345431327819824;
EX243;RBX_063_LFUW_2025;weather11;RBX_063;2024;default_cut;GR;Grass_CLV4;53.19742;14.112125;19.42770004272461;561;194;1.7828134298324585;3.9345431327819824;
EX244;RBX_064_LFUW_2025;weather11;RBX_064;2024;default_cut;GR;Grass_CLV4;53.198307;14.112575;19.42770004272461;561;194;1.7828134298324585;3.9345431327819824;
EX245;RBX_065_LFUW_2025;weather10;RBX_065;2024;default_cut;GR;Grass_CLV4;53.199226;14.112461;19.42770004272461;561;194;1.9018148183822632;3.625638008117676;
EX246;RBX_066_LFUW_2025;weather10;RBX_066;2024;default_cut;GR;Grass_CLV4;53.199853;14.112621;19.42770004272461;561;194;1.9018148183822632;3.625638008117676;
EX247;RBX_067_LFUW_2025;weather10;RBX_067;2024;default_cut;GR;Grass_CLV4;53.198525;14.114631;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX248;RBX_068_LFUW_2025;weather10;RBX_068;2024;default_cut;GR;Grass_CLV4;53.199205;14.115823;19.42770004272461;561;194;2.8054678440093994;5.132255554199219;
EX249;RBX_069_LFUW_2025;weather11;RBX_069;2024;default_cut;GR;Grass_CLV4;53.198361;14.116543;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX250;RBX_070_LFUW_2025;weather11;RBX_070;2024;default_cut;GR;Grass_CLV4;53.198246;14.11581;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX251;RBX_071_LFUW_2025;weather11;RBX_071;2024;default_cut;GR;Grass_CLV4;53.19779;14.114856;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX252;RBX_072_LFUW_2025;weather11;RBX_072;2024;default_cut;GR;Grass_CLV4;53.197275;14.115401;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX253;RBX_073_LFUW_2025;weather11;RBX_073;2024;default_cut;GR;Grass_CLV4;53.197546;14.116776;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX254;RBX_074_LFUW_2025;weather11;RBX_074;2024;default_cut;GR;Grass_CLV4;53.197241;14.117537;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX255;RBX_075_LFUW_2025;weather11;RBX_075;2024;default_cut;GR;Grass_CLV4;53.19668;14.118018;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX256;RBX_076_LFUW_2025;weather11;RBX_076;2024;default_cut;GR;Grass_CLV4;53.196329;14.118477;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX257;RBX_077_LFUW_2025;weather11;RBX_077;2024;default_cut;GR;Grass_CLV4;53.195848;14.116729;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX258;RBX_078_LFUW_2025;weather11;RBX_078;2024;default_cut;GR;Grass_CLV4;53.196158;14.116112;14.855754852294922;561;194;2.5238213539123535;4.4947967529296875;
EX259;RBX_079_LFUW_2025;weather11;RBX_079;2024;default_cut;GR;Grass_CLV4;53.19687;14.116318;19.42770004272461;561;194;2.5238213539123535;4.4947967529296875;
EX260;RLA_018_MGFE_2024;weather15;RLA_018;2024;default_cut;GR;Grass_CLV4;52.8100419;12.831683;33.51;477;243;1.5354394912719727;2.8650436401367188;1
EX261;RLA_019_MGFE_2024;weather15;RLA_019;2024;default_cut;GR;Grass_CLV4;52.8085475;12.8306629;33.31;477;243;1.5354394912719727;2.8650436401367188;1
EX262;RLA_020_MGFE_2024;weather15;RLA_020;2024;default_cut;GR;Grass_CLV4;52.80781;12.8300994;33.16;477;243;1.5354394912719727;2.8650436401367188;1
EX263;RLA_022_MGFE_2024;weather15;RLA_022;2024;default_cut;GR;Grass_CLV4;52.807566;12.8291561;33.4;477;244;1.5354394912719727;2.8650436401367188;1
EX264;RLA_023_MGFE_2024;weather15;RLA_023;2024;default_cut;GR;Grass_CLV4;52.8069709;12.8283069;33.14;477;244;1.5354394912719727;2.8650436401367188;1
EX265;RLA_024_MGFE_2024;weather15;RLA_024;2024;default_cut;GR;Grass_CLV4;52.8064455;12.8269694;33.26;477;244;1.9072134494781494;2.7245259284973145;1
EX266;RLA_025_MGFE_2024;weather15;RLA_025;2024;default_cut;GR;Grass_CLV4;52.806451;12.8262051;33.21;477;244;1.9072134494781494;2.7245259284973145;1
EX267;RLA_026_MGFE_2024;weather15;RLA_026;2024;default_cut;GR;Grass_CLV4;52.8067731;12.8239901;33.35;477;244;1.5354394912719727;2.8650436401367188;1
EX268;RLA_027_MGFE_2024;weather15;RLA_027;2024;default_cut;GR;Grass_CLV4;52.8070668;12.8244845;33.11;477;244;1.5354394912719727;2.8650436401367188;1
EX269;RLA_028_MGFE_2024;weather15;RLA_028;2024;default_cut;GR;Grass_CLV4;52.8082483;12.8262505;33.27;477;243;1.5354394912719727;2.8650436401367188;1
EX270;RLA_056_MGFE_2023;weather15;RLA_056;2024;default_cut;GR;Grass_CLV4;52.8100419;12.831683;32.71249771118164;477;243;1.5354394912719727;2.8650436401367188;
EX271;RLA_057_MGFE_2023;weather15;RLA_057;2024;default_cut;GR;Grass_CLV4;52.8085475;12.8306628;32.71249771118164;477;243;1.5354394912719727;2.8650436401367188;
EX272;RLA_058_MGFE_2023;weather15;RLA_058;2024;default_cut;GR;Grass_CLV4;52.8085474;12.830663;32.71249771118164;477;243;1.5354394912719727;2.8650436401367188;
EX273;RLA_059_MGFE_2023;weather15;RLA_059;2024;default_cut;GR;Grass_CLV4;52.8078099;12.8300994;32.71249771118164;477;243;1.5354394912719727;2.8650436401367188;
EX274;RLB_001_MGFE_2023;weather21;RLB_001;2024;default_cut;GR;Grass_CLV4;52.794463;12.8567356;33.53;479;245;1.6163890361785889;2.5214240550994873;3
EX275;RLB_002_MGFE_2023;weather21;RLB_002;2024;default_cut;GR;Grass_CLV4;52.7956122;12.8569606;33.43;479;245;1.6163890361785889;2.5214240550994873;3
EX276;RLB_003_MGFE_2023;weather21;RLB_003;2024;default_cut;GR;Grass_CLV4;52.7961393;12.8539946;33.66;479;245;1.6163890361785889;2.5214240550994873;3
EX277;RLB_004_MGFE_2023;weather21;RLB_004;2024;default_cut;GR;Grass_CLV4;52.7949774;12.8558811;33.48;479;245;1.6163890361785889;2.5214240550994873;3
EX278;RLB_005_MGFE_2023;weather21;RLB_005;2024;default_cut;GR;Grass_CLV4;52.7963939;12.8553525;33.57;479;245;1.6163890361785889;2.5214240550994873;3
EX279;RLB_006_MGFE_2023;weather21;RLB_006;2024;default_cut;GR;Grass_CLV4;52.794362;12.8550285;33.77;479;245;1.6163890361785889;2.5214240550994873;3
EX280;RLB_007_MGFE_2023;weather19;RLB_007;2024;default_cut;GR;Grass_CLV4;52.7991578;12.8574338;33.44;479;244;1.7520177364349365;2.3862149715423584;3
EX281;RLB_008_MGFE_2023;weather19;RLB_008;2024;default_cut;GR;Grass_CLV4;52.7994921;12.8555896;33.51;479;244;1.7520177364349365;2.3862149715423584;3
EX282;RLB_009_MGFE_2023;weather19;RLB_009;2024;default_cut;GR;Grass_CLV4;52.7991165;12.854653;33.76;479;244;1.7520177364349365;2.3862149715423584;3
EX283;RLB_010_MGFE_2023;weather19;RLB_010;2024;default_cut;GR;Grass_CLV4;52.7984341;12.8556594;33.6;479;244;1.7520177364349365;2.3862149715423584;3
EX284;RLB_011_MGFE_2023;weather19;RLB_011;2024;default_cut;GR;Grass_CLV4;52.7976687;12.8537179;33.67;479;245;1.7520177364349365;2.3862149715423584;3
EX285;RLB_012_MGFE_2023;weather19;RLB_012;2024;default_cut;GR;Grass_CLV4;52.7970206;12.8543546;33.57;479;245;1.7520177364349365;2.3862149715423584;3
EX286;RLB_013_MGFE_2023;weather19;RLB_013;2024;default_cut;GR;Grass_CLV4;52.7969785;12.8565811;33.46;479;245;1.7520177364349365;2.3862149715423584;3
EX287;RLB_014_MGFE_2023;weather19;RLB_014;2024;default_cut;GR;Grass_CLV4;52.7971916;12.8555433;33.56;479;245;1.7520177364349365;2.3862149715423584;3
EX288;RLB_015_MGFE_2023;weather21;RLB_015;2024;default_cut;GR;Grass_CLV4;52.795471;12.8544142;33.31;479;245;1.6163890361785889;2.5214240550994873;3
EX289;RLB_016_MGFE_2023;weather21;RLB_016;2024;default_cut;GR;Grass_CLV4;52.7954098;12.8543923;33.34;479;245;1.6163890361785889;2.5214240550994873;3
EX290;RLB_017_MGFE_2023;weather21;RLB_017;2024;default_cut;GR;Grass_CLV4;52.7945155;12.854141;33.57;479;245;1.6163890361785889;2.5214240550994873;3
EX291;RLB_029_MGFE_2024;weather19;RLB_029;2024;default_cut;GR;Grass_CLV4;52.7987573;12.8575401;33.85;479;244;1.7520177364349365;2.3862149715423584;3
EX292;RLB_030_MGFE_2024;weather19;RLB_030;2024;default_cut;GR;Grass_CLV4;52.7987683;12.856126;33.45;479;244;1.7520177364349365;2.3862149715423584;3
EX293;RLB_031_MGFE_2024;weather19;RLB_031;2024;default_cut;GR;Grass_CLV4;52.7981312;12.8553682;33.86;479;244;1.7520177364349365;2.3862149715423584;3
EX294;RLB_032_MGFE_2024;weather19;RLB_032;2024;default_cut;GR;Grass_CLV4;52.7977343;12.8543987;33.68;479;245;1.7520177364349365;2.3862149715423584;3
EX295;RLB_033_MGFE_2024;weather19;RLB_033;2024;default_cut;GR;Grass_CLV4;52.7968583;12.8544982;33.25;479;245;1.7520177364349365;2.3862149715423584;3
EX296;RLB_034_MGFE_2024;weather21;RLB_034;2024;default_cut;GR;Grass_CLV4;52.796002;12.8545107;33.6;479;245;1.6163890361785889;2.5214240550994873;3
EX297;RLB_035_MGFE_2024;weather21;RLB_035;2024;default_cut;GR;Grass_CLV4;52.7950125;12.8547264;33.57;479;245;1.6163890361785889;2.5214240550994873;3
EX298;RLB_036_MGFE_2024;weather21;RLB_036;2024;default_cut;GR;Grass_CLV4;52.7955537;12.8554588;33.64;479;245;1.6163890361785889;2.5214240550994873;3
EX299;RLX_038_LFUW_2024;weather23;RLX_038;2024;default_cut;GR;Grass_CLV4;52.795725;12.875868;33.08363342285156;479;245;1.4899146556854248;2.357602834701538;
EX300;RLX_039_LFUW_2024;weather20;RLX_039;2024;default_cut;GR;Grass_CLV4;52.797351;12.869229;33.08363342285156;479;245;1.4918915033340454;2.462167263031006;
EX301;RLX_040_LFUW_2024;weather20;RLX_040;2024;default_cut;GR;Grass_CLV4;52.798923;12.863963;33.08363342285156;479;244;1.7520177364349365;2.3862149715423584;
EX302;RLX_041_LFUW_2024;weather22;RLX_041;2024;default_cut;GR;Grass_CLV4;52.796006;12.863662;33.08363342285156;479;245;1.6163890361785889;2.5214240550994873;
EX303;RLX_042_LFUW_2024;weather21;RLX_042;2024;default_cut;GR;Grass_CLV4;52.794875;12.859319;32.311851501464844;479;245;1.6163890361785889;2.5214240550994873;
EX304;RLX_043_LFUW_2024;weather21;RLX_043;2024;default_cut;GR;Grass_CLV4;52.796229;12.851949;32.311851501464844;479;245;1.6163890361785889;2.5214240550994873;
EX305;RLX_044_LFUW_2024;weather19;RLX_044;2024;default_cut;GR;Grass_CLV4;52.799175;12.849465;32.311851501464844;479;244;1.7890974283218384;2.51656436920166;
EX306;RLX_045_LFUW_2024;weather19;RLX_045;2024;default_cut;GR;Grass_CLV4;52.797134;12.856417;32.311851501464844;479;245;1.7520177364349365;2.3862149715423584;
EX307;RLX_046_LFUW_2024;weather21;RLX_046;2024;default_cut;GR;Grass_CLV4;52.793711;12.851416;34.49372100830078;479;245;1.6163890361785889;2.5214240550994873;
EX308;RLX_047_LFUW_2024;weather16;RLX_047;2024;default_cut;GR;Grass_CLV4;52.808439;12.840327;34.688236236572266;477;243;1.8198206424713135;2.490542411804199;
EX309;RLX_048_LFUW_2024;weather16;RLX_048;2024;default_cut;GR;Grass_CLV4;52.807654;12.832932;32.71249771118164;477;243;1.5354394912719727;2.8650436401367188;
EX310;RLX_049_LFUW_2024;weather16;RLX_049;2024;default_cut;GR;Grass_CLV4;52.806526;12.833662;34.688236236572266;477;244;1.5354394912719727;2.8650436401367188;
EX311;RLX_050_LFUW_2024;weather17;RLX_050;2024;default_cut;GR;Grass_CLV4;52.804987;12.829688;32.71249771118164;477;244;1.9072134494781494;2.7245259284973145;
EX312;RLX_051_LFUW_2024;weather18;RLX_051;2024;default_cut;GR;Grass_CLV4;52.805489;12.837149;34.688236236572266;477;244;1.7890974283218384;2.51656436920166;
EX313;RLX_052_LFUW_2024;weather18;RLX_052;2024;default_cut;GR;Grass_CLV4;52.802915;12.833699;33.629119873046875;477;244;1.9072134494781494;2.7245259284973145;
EX314;RLX_053_LFUW_2024;weather18;RLX_053;2024;default_cut;GR;Grass_CLV4;52.80194;12.838176;33.629119873046875;477;244;1.7890974283218384;2.51656436920166;
EX315;RLX_054_LFUW_2024;weather18;RLX_054;2024;default_cut;GR;Grass_CLV4;52.805416;12.843118;34.688236236572266;479;244;1.7890974283218384;2.51656436920166;
EX316;RLX_055_LFUW_2024;weather18;RLX_055;2024;default_cut;GR;Grass_CLV4;52.805201;12.839596;34.688236236572266;477;244;1.7890974283218384;2.51656436920166;
EX317;SAN_001_MGFE_2024;weather3;SAN_001;2024;default_cut;GR;Grass_CLV4;53.6990232;13.6411244;7.17;558;186;;;2
EX318;SAN_002_MGFE_2024;weather3;SAN_002;2024;default_cut;GR;Grass_CLV4;53.6991018;13.6417076;7.15;558;186;;;2
EX319;SAN_003_MGFE_2024;weather3;SAN_003;2024;default_cut;GR;Grass_CLV4;53.6995787;13.6424368;7.21;558;186;;;2
EX320;SAN_004_MGFE_2024;weather3;SAN_004;2024;default_cut;GR;Grass_CLV4;53.6997397;13.6439385;7.01;558;186;;;2
EX321;SAN_005_MGFE_2024;weather3;SAN_005;2024;default_cut;GR;Grass_CLV4;53.7003511;13.642586;7.21;558;186;;;2
EX322;SAN_006_MGFE_2024;weather3;SAN_006;2024;default_cut;GR;Grass_CLV4;53.701801;13.6411272;6.99;558;186;;;2
EX323;SAN_007_MGFE_2024;weather3;SAN_007;2024;default_cut;GR;Grass_CLV4;53.7014857;13.6401489;7.09;558;186;;;2
EX324;SAN_008_MGFE_2024;weather2;SAN_008;2024;default_cut;GR;Grass_CLV4;53.7002539;13.6391608;7.11;558;186;;;2
EX325;SAN_009_MGFE_2024;weather2;SAN_009;2024;default_cut;GR;Grass_CLV4;53.6997709;13.6377196;7.03;558;186;;;2
